	OvaryNF1	OvaryNF2	OvaryNF3	OvaryNF4	OvaryB1	OvaryB3	OvaryB4
Btg1	96	191	183	146	185	190	137
Dcn	739	1252	1320	983	1281	1257	855
Lum	253	371	310	286	516	595	329
Gm5427	0	0	0	0	0	0	0
Atp2b1	79	218	191	161	235	217	145
Gm48768	5	6	8	3	13	5	2
Poc1b	18	24	20	22	18	26	18
Galnt4	10	17	11	11	27	18	10
Gm34574	0	1	0	0	0	0	0
Dusp6	17	37	35	30	37	56	39
Gm34921	0	0	1	1	2	1	0
Gm48089	2	2	2	4	5	0	5
B530045E10Rik	0	1	1	1	6	0	0
Gm35035	0	1	0	0	0	0	0
Gm20110	0	2	1	2	0	0	0
Gm47578	0	0	0	0	0	0	0
Csl	1	0	0	0	0	0	0
Gm35206	0	1	1	0	0	0	0
Gm47579	0	0	0	1	2	0	0
Kitl	63	168	162	122	183	165	115
AC167229.1	62	117	132	83	212	170	102
Gm22918	0	0	1	0	0	0	0
Gm25287	0	1	0	1	0	1	0
Gm47673	0	1	0	1	0	0	0
Tmtc3	28	48	44	17	46	50	32
Cep290	42	64	62	56	84	71	62
4930430F08Rik	12	36	19	28	38	30	20
Gm47956	0	0	2	3	3	2	1
Mgat4c	9	43	39	5	14	9	9
Gm47031	0	0	0	1	0	0	0
Nts	1	3	2	1	0	2	4
Rassf9	1	3	11	2	4	4	5
Gm5175	9	9	8	5	5	8	14
Lrriq1	2	0	1	1	0	0	0
Gm47164	1	0	0	1	0	0	0
Slc6a15	22	33	28	54	29	41	22
Gm47220	0	0	0	0	0	1	0
Tmtc2	42	107	104	82	97	105	81
Gm48206	5	8	15	6	17	8	7
Gm48203	0	0	1	0	3	1	0
Gm15666	23	28	34	30	42	29	30
Gm48204	5	10	4	5	4	4	6
Gm48207	7	6	18	9	6	5	8
Gm15663	3	1	4	2	5	4	3
Mettl25	11	21	16	14	32	29	16
Gm48298	2	3	1	1	2	1	1
Ccdc59	70	127	124	107	148	150	106
Gm8796	0	0	3	2	0	3	2
Rps15a-ps1	5	2	3	3	5	10	4
Ppfia2	0	1	1	1	1	0	1
Acss3	9	9	7	8	14	13	7
Gm19181	0	0	0	1	1	1	0
Gm29674	0	0	0	1	0	0	0
Lin7a	4	1	5	3	3	1	4
Myf5	1	7	2	2	6	5	6
Myf6	0	1	0	0	1	0	0
Ptprq	11	20	7	22	12	20	3
Otogl	1	0	0	1	0	0	0
Ppp1r12a	164	260	253	225	305	296	239
Pawr	16	39	29	28	52	59	41
Gm23105	0	1	1	0	0	0	0
Gm36283	0	0	0	0	7	9	4
Syt1	4	5	16	8	9	8	8
Gm47472	0	0	0	0	0	0	0
0v3	7	5	7	4	5	8	4
Gm36935	2	0	6	0	2	1	0
Gm47339	1	1	0	0	0	0	0
9230102K24Rik	0	0	0	0	0	1	0
Gm47058	0	0	0	0	0	0	0
E2f7	3	4	9	6	14	12	10
1700020G17Rik	0	1	0	0	0	2	0
Csrp2	237	456	624	381	545	476	426
Zdhhc17	35	66	71	52	71	58	49
Rpl6l	65	88	90	63	99	95	93
Osbpl8	30	103	74	78	113	102	58
Bbs10	2	15	7	3	14	11	13
0p1l1	231	381	361	337	476	430	334
Gm25117	0	0	0	0	0	0	0
Gm5176	3	2	1	2	2	2	2
Phlda1	16	30	27	21	54	36	19
Gm28592	0	1	0	0	1	1	0
Gm30262	2	1	1	0	0	1	0
Krr1	57	102	115	66	110	98	71
Glipr1	17	14	28	12	14	9	9
Gm7269	0	0	0	0	0	0	0
Glipr1l2	0	1	0	0	0	0	0
Gm6808	0	0	0	0	2	0	3
Caps2	2	4	2	1	1	4	2
Kcnc2	0	2	0	0	2	1	1
Gm47492	0	0	1	0	2	1	0
Atxn7l3b	198	410	389	303	494	375	320
Gm26596	1	0	0	0	2	0	1
Gm47532	0	0	0	0	1	0	0
Tph2	0	1	2	2	0	4	1
Tbc1d15	56	119	83	90	157	124	81
Gm8942	49	93	79	106	128	112	147
Rab21	57	95	102	91	145	117	91
Gm10752	0	1	0	0	0	1	0
Tmem19	45	75	74	63	104	67	58
Thap2	39	43	56	41	61	60	59
Zfc3h1	30	55	57	47	74	65	47
A130012E19Rik	2	5	8	8	6	10	6
Lgr5	16	40	45	70	72	116	41
A930009A15Rik	0	1	0	0	1	0	1
Gm8960	9	15	16	23	30	33	31
AC153364.1	0	0	0	0	0	0	0
Tspan8	13	40	25	16	45	71	46
Ptprr	2	2	3	3	5	2	3
Ptprb	39	78	90	59	136	97	66
Gm47625	0	4	0	1	0	1	0
Kcnmb4	6	7	2	11	10	11	11
Kcnmb4os1	0	0	0	1	0	0	0
Kcnmb4os2	0	0	1	1	0	0	0
Cnot2	64	98	108	101	150	91	98
5330438D12Rik	7	7	10	6	12	9	6
Gm25190	10	14	15	11	21	13	4
Gm49344	0	0	1	0	0	0	0
Gm46203	1	5	3	6	5	8	7
1700030O20Rik	0	0	0	0	0	1	0
Rab3ip	22	74	49	58	73	57	39
4933412E12Rik	6	7	9	1	10	3	7
Gm5781	3	5	2	5	4	6	7
Best3	1	1	0	0	0	1	2
Cct2	282	490	477	430	591	460	440
Frs2	75	108	117	103	123	141	94
Yeats4	40	77	68	55	109	100	69
Gm48772	0	0	0	0	1	0	0
Lyz2	374	615	732	468	568	480	363
Lyz1	7	4	7	2	1	4	0
Cpsf6	128	189	192	158	232	173	168
Gm9002	0	0	1	0	0	0	0
Cpm	2	7	3	7	4	6	3
Mdm2	34	59	62	51	106	62	49
Slc35e3	9	27	13	20	50	28	23
Nup107	26	43	41	49	52	41	32
Rap1b	109	214	184	183	276	249	183
4933411E08Rik	0	0	0	0	0	0	0
Mdm1	11	18	16	11	11	8	9
Gm47958	0	0	0	0	1	0	0
Gm32717	0	0	1	2	1	0	0
Gm9029	1	1	1	0	3	1	0
Gm9030	0	2	0	0	0	1	2
Gm32802	1	0	2	2	2	1	1
Gm9046	0	0	0	0	1	0	0
Gm9048	2	0	0	0	1	1	0
Gm9049	0	0	0	0	0	0	1
Ifng	1	0	0	0	0	1	0
Dyrk2	51	101	113	93	113	90	86
Gm18904	0	3	3	0	2	2	2
Gm34045	0	0	0	0	0	0	0
Cand1	92	182	149	126	205	194	152
Grip1os3	2	1	1	2	4	2	1
Grip1	1	3	5	7	7	7	6
Gm47341	0	0	0	0	0	0	0
Gm47024	2	4	2	9	5	7	3
Gm47342	0	1	0	1	0	1	0
Gm47027	1	1	1	0	1	0	0
Gm47026	3	1	1	5	4	2	1
Helb	17	31	30	32	29	25	24
Irak3	1	2	2	1	1	2	1
Tmbim4	209	310	375	246	476	355	332
Llph	190	271	293	281	397	336	293
Hmga2	0	4	7	5	12	8	8
1700006J14Rik	2	2	1	0	6	0	0
Mir763	0	2	3	0	1	0	0
4930471E19Rik	0	0	1	0	1	0	0
4921513I03Rik	0	0	1	0	0	0	0
Msrb3	32	61	43	28	47	64	50
Gm15910	1	0	2	0	2	1	0
Gm4473	0	0	0	1	1	0	0
Lemd3	17	40	40	18	49	41	25
Gm16166	0	1	1	0	0	0	0
Wif1	0	0	0	0	0	0	0
Tbc1d30	4	4	6	3	11	7	6
Gm4478	9	11	11	8	113	94	112
Gm48435	0	0	0	0	2	0	0
Gns	94	178	157	131	260	221	157
Rassf3	9	22	31	20	23	26	18
Gm48591	0	0	0	1	2	2	0
Gm40787	0	0	0	0	0	0	0
Gm46204	0	0	0	0	0	0	0
Gm35696	1	0	0	0	1	0	0
Tbk1	52	97	108	80	102	78	50
Xpot	30	78	73	77	95	84	68
D930020B18Rik	0	0	1	2	0	1	1
BC048403	3	11	8	4	13	11	7
Srgap1	2	11	13	5	12	9	7
Gm48804	0	0	1	0	2	1	0
Gm48827	0	0	0	2	1	0	0
Tmem5	58	72	75	70	124	99	55
Gm9081	0	0	2	1	0	1	2
Gm36041	0	0	0	0	0	1	0
Gm48877	1	0	2	0	0	0	1
Avpr1a	1	2	3	2	1	2	4
Gm48878	0	0	0	0	1	0	0
A130077B15Rik	0	0	0	2	0	0	0
Ppm1h	12	20	14	14	29	23	15
A430028G04Rik	0	0	0	0	0	0	1
Gm36208	4	5	8	2	1	4	2
D630033A02Rik	4	3	7	7	9	2	7
Mon2	60	109	106	87	104	88	85
Usp15	41	84	71	61	118	70	58
Gm47726	1	0	0	0	0	0	0
Gm4129	1	0	0	1	1	2	2
Fam19a2	1	0	1	1	1	3	1
Gm47801	0	0	0	1	0	0	1
4930503E24Rik	2	1	2	1	2	1	2
Slc16a7	2	5	2	5	7	11	5
Gm9102	1	0	0	0	0	0	1
Lrig3	11	20	19	14	22	19	17
Gm4510	0	1	2	1	1	1	0
Gm9111	0	0	0	0	0	1	0
Atp23	8	13	31	10	19	22	14
Gm6333	0	0	0	0	0	0	0
Gm47972	0	0	0	0	0	1	0
Ctdsp2	128	165	171	134	195	176	154
Avil	3	3	3	3	2	1	4
Tsfm	55	110	144	82	141	100	101
Eef1akmt3	1	2	5	5	1	0	7
Mettl1	62	128	125	93	119	116	122
Cyp27b1	0	1	0	0	1	1	1
09-Mar	15	13	12	19	24	13	18
Cdk4	266	482	531	425	643	475	394
Tspan31	141	243	267	193	328	255	206
A730063M14Rik	22	27	33	23	33	33	22
Agap2	1	1	1	0	1	2	1
Os9	143	221	258	174	254	213	184
B4galnt1	3	9	12	2	2	5	3
Slc26a10	3	2	0	2	2	0	0
Arhgef25	84	99	128	71	112	82	88
Dtx3	77	110	136	90	120	108	113
F420014N23Rik	2	1	0	1	2	0	3
Pip4k2c	34	60	71	46	83	63	53
Kif5a	3	4	6	5	7	2	6
Dctn2	174	314	301	273	349	301	242
Mbd6	32	53	66	46	60	46	52
Gm20492	1	4	8	6	3	11	4
Gm4189	2	1	2	2	2	2	3
Ddit3	63	116	83	80	135	112	91
Mars	72	109	146	82	153	121	143
Gm6283	0	1	1	0	1	1	0
Arhgap9	6	4	6	5	2	6	3
Gli1	11	12	8	12	16	13	14
Gm47200	0	1	0	0	0	0	0
Inhbe	0	0	0	1	0	0	0
R3hdm2	57	116	113	75	130	124	82
Stac3	3	9	8	5	8	0	10
Ndufa4l2	13	29	30	17	48	25	28
Shmt2	43	86	97	73	121	77	71
Nxph4	0	0	0	0	0	0	0
Lrp1	287	429	481	383	552	493	358
Gm16217	1	1	0	0	0	0	0
Stat6	86	151	143	107	190	152	144
0b2	18	36	46	34	62	43	46
Gm16229	0	0	0	0	0	2	0
Nemp1	19	30	30	17	31	32	18
Gm16230	1	2	0	1	0	4	1
Myo1a	6	7	17	15	8	17	8
Tac2	3	3	0	0	5	3	3
Zbtb39	13	15	25	21	17	21	14
Gpr182	11	37	24	25	36	44	19
Rdh1	1	0	0	1	3	6	2
Rdh16f1	0	0	0	0	0	0	0
Rdh9	0	0	0	1	0	0	0
Rdh16	0	1	1	0	1	1	1
Rdh16f2	0	0	0	0	0	2	1
Rdh7	0	2	1	1	0	0	2
Sdr9c7	1	2	1	0	4	3	2
Gm15905	0	0	0	0	0	0	0
Gm15900	0	1	0	0	0	0	1
Hsd17b6	0	1	1	3	0	0	0
Gm10120	29	42	55	30	59	46	70
Prim1	27	32	58	31	67	69	32
0ca	1090	1755	1853	1591	2319	2026	1807
Ptges3	122	213	224	226	316	264	250
Gm47438	0	4	5	0	4	2	0
Atp5b	1016	1573	1808	1321	2067	1606	1517
Snord59a	2	2	1	0	3	3	3
Baz2a	53	85	73	73	101	75	76
Rbms2	38	70	81	68	92	90	75
Gm4556	0	0	0	0	1	1	2
Gls2	1	2	2	4	2	0	9
Spryd4	12	23	31	16	35	28	29
Gm26847	0	0	0	1	0	1	1
Timeless	17	24	31	27	43	38	22
Apon	0	2	0	0	0	0	0
Apof	0	3	0	0	19	5	2
Stat2	48	64	57	36	78	64	46
Il23a	2	3	3	2	3	4	1
Pan2	31	60	61	46	70	61	57
Cnpy2	242	452	461	397	609	513	413
Cs	155	295	303	234	405	308	287
Coq10a	15	20	20	10	29	26	13
Ankrd52	17	18	32	22	32	20	14
Gm17201	0	1	1	3	4	0	2
Slc39a5	0	0	0	0	0	0	0
0bp2	72	111	138	104	180	103	96
Gm25361	0	1	2	0	2	1	0
Rnf41	63	97	100	75	106	74	81
Smarcc2	86	131	133	115	173	157	144
Myl6	1288	2027	2212	1740	2776	2439	2176
Myl6b	7	11	7	8	13	18	7
A430046D13Rik	10	6	9	10	16	13	12
Esyt1	23	38	50	38	59	41	58
Gm29585	0	0	0	0	0	0	0
Zc3h10	18	33	23	22	36	38	37
Rpl41	1311	1687	1914	1490	2193	2081	2089
Pa2g4	159	300	292	272	419	348	260
Erbb3	2	6	2	2	3	5	6
Gm47540	0	0	0	0	0	1	0
Gm9182	1	0	0	1	1	1	0
Rps26	1663	2316	2476	2135	2973	2794	2776
Ikzf4	2	7	4	4	3	4	3
Gm26876	0	0	0	0	1	0	1
Suox	8	17	10	14	23	22	23
Rab5b	59	84	106	52	132	85	76
Cdk2	33	44	51	27	61	49	42
Pmel	0	1	2	1	0	0	0
Dgka	11	17	13	17	24	21	20
Pym1	31	44	49	42	78	65	47
Rpsa-ps2	27	39	38	32	29	24	22
Gm47093	0	0	0	1	1	0	1
Mmp19	26	28	40	35	56	53	48
Tmem198b	14	22	32	23	36	23	17
D0jc14	56	78	87	93	106	94	92
Sarnp	191	389	401	321	470	361	316
Ormdl2	58	98	121	82	163	91	107
Gdf11	7	16	26	15	19	13	13
Cd63	784	1473	1437	1288	1759	1562	1291
Rdh5	11	11	11	7	12	11	4
Bloc1s1	167	220	295	188	369	344	256
Itga7	2	8	6	4	6	11	8
Mettl7b	0	0	1	0	0	1	2
Olfr769	2	2	3	0	3	0	0
Olfr775	1	0	0	2	0	0	0
Olfr804	0	0	0	0	0	0	0
Olfr809	0	0	0	0	0	0	0
Olfr810	60	45	72	31	15	23	20
Olfr814	2	0	0	0	0	0	0
Olfr816	0	0	1	0	0	0	0
Olfr819	0	0	0	1	0	2	0
Olfr824	1	2	2	0	0	6	2
Gm9560	0	2	1	1	0	0	0
Tespa1	1	0	3	0	3	2	1
Gm9770	1	2	3	2	3	3	1
Gm18755	1	1	0	0	0	0	0
Vmn2r87	0	0	0	0	0	1	0
Gm35405	3	1	0	1	0	1	0
Gm31793	5	1	4	3	9	6	4
Ftl1-ps2	2	4	3	5	7	4	7
Insr	68	122	109	83	178	140	95
A430078G23Rik	0	1	1	0	0	1	0
Arhgef18	25	67	53	60	72	54	63
Pex11g	24	23	38	23	47	36	22
Gm44775	4	10	3	2	4	4	3
Tex45	0	0	1	0	0	0	0
Zfp358	14	40	24	28	53	28	25
Mcoln1	31	77	77	51	91	65	53
Pnpla6	76	93	108	69	132	80	90
C330021F23Rik	1	1	3	2	4	2	1
Rps23-ps2	14	17	18	23	27	26	27
Camsap3	7	8	15	5	11	6	14
Xab2	80	114	124	123	157	119	129
Pet100	159	256	284	195	379	366	303
Stxbp2	72	116	110	93	133	124	106
Retn	11	13	120	9	42	122	175
Mcemp1	0	0	4	2	0	1	1
Fcor	8	7	27	8	20	18	26
Gm39121	1	1	2	0	1	0	0
Gm45231	0	0	0	0	0	1	0
Trappc5	74	122	124	100	148	120	120
Fcer2a	0	1	1	0	2	0	0
Clec4g	1	1	2	0	1	1	1
Gm16553	0	0	2	0	0	0	0
Cd209a	1	2	6	1	5	9	4
Rprl3	0	1	0	1	0	0	1
Gm7381	0	1	0	0	0	0	0
Cd209d	0	3	1	0	1	1	1
Cd209b	0	0	0	0	2	1	0
Cd209c	0	1	0	0	1	1	0
Gm7389	1	5	5	5	6	0	2
Gm45048	0	0	1	1	0	1	0
Gm7407	0	0	0	0	0	0	1
Gm16589	0	1	1	0	1	1	3
Cd209f	5	3	10	4	13	14	6
Cd209g	0	0	2	0	4	3	5
4932443L11Rik	0	2	1	0	2	1	1
Evi5l	15	22	25	23	21	27	23
Prr36	3	8	10	9	9	8	4
Lrrc8e	18	19	31	11	19	21	17
Map2k7	41	79	94	74	99	94	66
Tgfbr3l	4	7	6	5	7	4	6
S0pc2	32	59	75	60	87	70	54
Ctxn1	24	65	71	45	77	38	49
Timm44	113	173	187	148	214	148	144
Elavl1	45	133	121	97	118	121	82
Ccl25	12	13	23	18	30	17	14
Gm7434	58	87	105	76	103	114	132
Gm45117	0	1	0	0	0	0	0
Cers4	40	72	59	56	87	73	77
Zfp958	12	42	28	25	43	33	24
Gm7451	1	0	0	1	1	1	0
Gm45224	3	2	2	1	4	4	6
Gm7461	0	1	0	1	0	0	3
Gm6410	0	0	0	0	1	0	0
Gm2676	0	1	0	0	1	3	0
Shcbp1	12	24	14	13	32	26	11
Gm9457	3	6	8	6	2	6	4
Rpl21-ps14	0	0	2	0	3	2	5
Gm5605	7	8	5	3	11	4	5
Gm6426	0	3	2	0	6	3	5
Gm1840	16	28	30	21	58	46	40
Gm44844	0	0	0	0	21	17	15
Gm44911	1	3	0	0	0	0	0
Gm31135	5	6	9	11	12	11	35
Gm45076	1	0	0	1	0	2	0
A630009H07Rik	0	0	0	0	0	1	0
Gm2448	1	0	0	0	0	0	5
Efnb2	10	20	27	14	36	22	27
E230020D15Rik	0	6	5	6	3	3	4
Gm45074	0	0	0	1	0	2	0
Gm45073	1	2	1	0	6	0	3
4921522P10Rik	0	0	1	1	0	0	0
Arglu1	70	107	124	102	121	123	75
Gm44621	2	0	3	1	4	5	3
4930453L07Rik	0	0	0	0	1	0	0
Fam155a	0	1	0	0	0	1	1
2900027M19Rik	0	0	0	1	0	0	0
Lig4	20	27	21	14	28	21	31
Abhd13	18	31	22	19	29	45	23
Tnfsf13b	5	7	7	2	2	8	7
Myo16	0	0	1	0	0	0	0
Gm2814	0	0	1	1	1	0	0
4833411C07Rik	2	4	2	4	1	6	1
3930402G23Rik	0	0	2	0	1	0	2
Irs2	21	42	35	22	35	29	37
9530052E02Rik	0	0	0	0	0	0	0
Gm15418	0	0	0	0	0	0	0
Col4a1	237	394	385	332	471	399	416
Gm44716	1	1	1	1	0	1	1
Col4a2	118	205	200	164	212	224	204
Gm15419	1	0	0	0	1	0	0
Rab20	14	21	12	16	27	32	27
E230013L22Rik	1	3	3	0	0	1	0
0xd	127	179	194	145	262	204	189
Cars2	35	50	65	37	49	47	48
Ing1	51	98	101	89	141	101	81
Ankrd10	87	128	154	133	186	120	124
Gm45592	2	0	1	0	1	1	0
1700016D06Rik	0	0	0	0	0	0	0
Gm7600	15	25	23	24	33	19	33
Gm6524	0	0	0	0	0	0	0
Gm45420	0	0	0	0	0	0	0
Arhgef7	91	125	121	113	131	120	145
Gm18991	0	0	0	0	0	0	3
Tex29	0	0	0	0	0	1	0
Sox1ot	0	0	0	0	0	0	1
Tubgcp3	41	53	54	63	95	67	59
4931415C17Rik	0	0	0	0	0	0	0
Atp11a	49	85	91	84	140	91	98
Gm15350	2	0	1	2	0	0	0
Gm15347	1	1	1	0	3	1	2
Mcf2l	5	19	19	25	78	25	11
Gm15353	0	0	0	0	5	0	0
Gm15351	0	0	0	0	0	0	0
Gm15352	0	0	1	0	1	0	0
F7	1	0	2	2	4	1	0
F10	1	2	3	5	46	38	7
Gm17023	0	0	0	0	0	1	0
Pcid2	28	62	65	38	62	53	55
Cul4a	106	187	193	165	281	197	146
Lamp1	445	732	724	593	888	838	694
Grtp1	23	29	48	31	34	44	22
2810030D12Rik	9	10	21	7	20	7	5
Adprhl1	0	0	0	0	0	1	0
Dcun1d2	39	51	87	55	87	73	64
E330037G11Rik	1	1	3	3	5	7	3
9530085L11Rik	6	7	5	6	12	12	5
Tmco3	50	58	55	53	85	60	52
Tfdp1	26	50	62	58	94	77	41
Atp4b	0	2	1	1	0	0	0
Gm45410	3	6	3	4	17	10	7
Tmem255b	9	14	16	10	19	16	15
Gas6	636	1251	1293	754	937	711	681
Gm5608	7	11	14	2	1	0	7
1700029H14Rik	0	0	2	0	0	0	1
Rasa3	21	52	51	44	72	46	38
4932443I19Rik	1	2	0	0	0	0	0
Gm7669	0	0	0	0	2	0	0
Cdc16	56	123	122	104	138	138	126
Upf3a	76	111	110	83	122	109	114
Champ1	48	78	88	73	83	93	91
Coprs	25	34	36	28	46	34	48
Gm7676	0	0	1	0	0	1	3
