	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1DHT1	OvaryPNAF1DHT2	OvaryPNAF1DHT4
Gm7539	3	3	5	1	2	11
Daw1	0	0	1	1	0	1
Gm6244	0	2	0	0	0	0
Sphkap	0	0	1	0	0	0
Gm6374	0	1	0	0	0	1
Pid1	36	102	110	54	27	86
Gm37058	0	1	1	0	1	2
Gm18304	0	0	0	0	0	1
Dner	0	2	1	1	0	2
Trip12	163	346	265	231	152	427
Gm38374	3	7	1	6	3	1
Gm37738	2	4	5	5	3	7
Fbxo36	14	47	44	16	13	36
Gm15433	0	0	1	2	1	0
Gm29284	0	0	0	0	0	2
C130026I21Rik	3	6	1	3	3	5
Rpl19-ps1	114	152	145	125	88	213
Gm7582	1	0	0	0	0	0
A530032D15Rik	0	1	1	0	0	0
Gm10553	0	2	1	0	0	3
A530040E14Rik	13	36	20	21	13	14
Gm2619	5	5	3	1	0	2
Gm6264	0	1	0	0	0	4
Gm7609	3	3	6	5	1	7
Gm16026	2	1	1	1	0	1
Gm16025	0	1	0	0	0	0
Gm2666	0	2	0	0	0	0
Gm2427	1	0	1	2	1	0
Gm16092	1	3	0	0	0	0
Gm7592	2	1	2	0	3	0
Sp110	39	50	26	26	21	42
Sp140	13	31	9	15	11	11
Gm10552	0	4	0	0	0	1
Gm17017	0	1	1	1	0	1
Sp100	29	102	71	51	51	91
A630001G21Rik	5	15	8	2	4	10
Gm22906	0	0	0	0	0	1
Cab39	104	213	185	153	96	335
Itm2c	378	878	803	429	342	920
4933407L21Rik	0	1	0	4	0	1
Gm28884	1	2	1	0	0	3
Gpr55	0	3	9	2	3	2
Gm18180	2	5	7	7	4	10
2810459M11Rik	0	0	3	1	1	2
Psmd1	211	565	386	318	201	472
Gm22786	1	1	0	0	0	1
Htr2b	1	7	5	7	7	1
Gm37914	3	3	2	5	3	10
Armc9	15	28	30	18	9	48
B3gnt7	0	15	6	7	4	5
Gm28626	0	0	0	0	0	1
Ncl	495	1297	979	653	494	1131
Snord82	16	8	9	25	16	8
C130036L24Rik	5	21	26	9	6	12
Nmur1	0	0	0	0	0	0
Rpl30-ps6	1	1	5	1	0	12
Ptma	1153	2620	1763	1520	1201	1700
Pde6d	38	174	110	32	25	131
Cops7b	29	79	65	34	23	85
Nppc	11	26	145	6	3	12
Dis3l2	31	78	57	49	22	78
Gm29055	1	4	2	7	4	0
Gm37485	0	1	0	3	3	1
Gm38142	2	10	4	1	1	3
Gm38010	1	1	2	0	0	0
Gm37541	0	2	1	0	0	1
Gm38021	16	11	11	14	14	11
Gm6136	651	1392	1130	832	701	606
Gm37967	4	10	6	8	4	13
Gm28375	0	0	0	0	0	0
Gm37017	2	4	4	1	2	11
Gm37447	9	13	24	10	7	44
Gm29371	1	0	0	1	0	4
Alppl2	0	0	0	0	1	0
Ecel1	1	3	0	0	1	0
Prss56	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0
Chrng	0	2	0	1	0	1
Eif4e2	124	339	248	143	148	272
Efhd1	228	629	422	195	187	559
Efhd1os	0	1	1	2	5	0
Gigyf2	141	283	209	179	149	261
Kcnj13	0	6	0	1	2	1
Ngef	0	5	4	4	0	4
Neu2	0	1	0	1	1	2
Gm6153	0	2	1	0	3	0
Inpp5d	18	32	26	16	13	31
Atg16l1	31	74	53	34	45	120
Gm25395	2	6	6	3	0	3
Scar06	1	0	1	0	0	0
Sag	12	39	11	20	12	26
Dgkd	39	100	96	41	45	122
Gm19582	0	0	0	0	0	0
4833421G17Rik	0	0	0	1	0	2
Gm38365	5	12	6	10	4	9
Usp40	64	134	113	88	62	162
Gm5832	1	4	5	0	0	3
Gm20528	1	0	0	1	6	0
Ugt1a7c	14	43	18	16	15	11
Ugt1a6b	1	8	1	1	3	3
Gm15370	0	1	0	0	0	0
Ugt1a6a	18	63	58	20	31	3
Gm15369	1	1	0	0	1	0
Gm15374	0	1	0	0	0	0
Gm15371	1	0	0	1	0	0
Ugt1a5	0	0	0	0	1	0
Gm15368	0	0	0	1	0	0
Ugt1a2	2	1	2	1	0	1
D0jb3	2	13	11	4	2	5
Ugt1a1	0	0	0	1	0	0
Mroh2a	2	1	3	5	6	9
Hjurp	197	475	400	267	200	427
Trpm8	2	1	2	0	0	0
Gm29538	0	1	0	3	0	2
Gm28888	0	1	0	1	0	0
Glrp1	0	0	0	0	0	0
Gm29336	0	0	0	0	0	1
Arl4c	9	33	35	19	13	33
Platr5	0	0	0	0	0	0
Sh3bp4	20	50	33	32	16	65
Gm38312	1	0	3	0	0	1
Gm5259	0	2	0	0	1	6
Gm28342	0	0	2	0	0	0
Agap1	79	135	128	78	49	206
Gm37297	6	19	8	8	10	16
Gm25180	0	5	2	2	2	2
Gm28499	0	1	1	0	0	0
4933400F21Rik	1	1	0	0	0	0
Gm37521	0	1	1	1	0	2
Gbx2	0	2	0	1	4	2
D130058E05Rik	0	1	2	1	1	2
Iqca	1	1	1	4	0	4
Ackr3	20	51	72	25	20	42
Gm28723	0	1	0	0	0	1
Gm28722	0	0	1	0	0	1
Gm35048	0	1	0	0	0	2
Cops8	96	236	247	136	104	190
Gm9991	0	0	0	0	0	0
Col6a3	86	238	277	136	99	274
Gm36970	0	1	1	0	0	0
Mlph	1	5	3	4	3	4
Rab17	0	0	2	0	1	0
Lrrfip1	50	107	113	76	41	126
Rbm44	1	0	1	1	0	4
Gm7776	0	1	11	4	0	14
Ramp1	74	165	130	77	43	128
Ube2f	67	174	140	80	57	154
Gm7785	1	7	7	3	2	4
Scly	10	31	19	8	15	25
Klhl30	4	1	3	4	4	5
Erfe	4	1	1	1	1	3
Ilkap	40	151	98	50	32	153
Hes6	31	133	65	31	11	89
Per2	8	9	6	1	5	10
Gm28382	0	0	1	0	0	0
Gm19085	0	0	0	0	0	0
Traf3ip1	14	44	37	11	18	33
Asb1	10	30	26	10	14	43
Gm29100	0	0	0	0	0	0
Twist2	0	1	0	0	0	2
Gm29101	1	1	0	0	1	1
Hdac4	69	169	137	78	56	234
Gm37048	0	5	2	0	1	0
Gm26720	2	5	8	3	6	10
Gm37036	0	2	0	1	1	0
Ndufa10	227	680	527	267	239	414
Olfr1416	0	0	0	0	0	0
Cops9	405	885	869	464	382	734
Otos	1	0	0	0	1	0
Gm29483	0	2	3	1	0	0
Gpc1	51	122	72	68	42	258
Gm29480	0	0	0	0	0	1
Ankmy1	3	2	3	5	2	5
Dusp28	21	29	39	16	17	43
5033417F24Rik	1	1	0	1	1	1
Rnpepl1	64	152	127	75	49	224
9430060I03Rik	3	3	8	4	2	5
Capn10	11	44	40	13	14	54
Gpr35	0	3	3	5	0	7
Aqp12	5	4	9	2	1	1
Kif1a	11	16	19	6	4	19
Gm28086	1	1	0	1	0	0
2310007B03Rik	1	0	0	0	1	1
Crocc2	0	0	0	2	1	1
Sned1	63	128	90	66	59	112
Mterf4	41	91	66	48	32	96
Gm28535	0	1	0	1	1	2
Gm7867	0	0	0	0	1	6
Pask	5	20	12	11	4	20
Ppp1r7	64	204	127	96	58	154
Hdlbp	277	642	498	359	250	695
Gm17415	3	42	36	7	8	6
02-Sep	8	11	11	11	12	26
Farp2	15	28	22	11	7	22
Gm37250	0	4	0	3	0	1
Stk25	71	248	178	111	68	317
Gm28536	0	0	0	0	1	0
Bok	62	231	137	76	55	217
Thap4	28	73	67	47	35	129
Gm10550	1	4	2	1	2	3
Atg4b	73	217	183	84	64	176
Dtymk	171	495	379	245	176	341
Ing5	42	107	75	44	36	113
Gm22089	0	0	0	1	0	0
D2hgdh	31	75	83	51	51	121
Gal3st2	1	0	0	0	1	0
Gm18666	0	15	13	5	1	5
Gal3st2b	0	0	1	2	0	1
Gm7889	1	1	0	1	0	0
Gal3st2c	6	5	9	7	7	21
Neu4	0	0	0	0	0	0
Pdcd1	3	13	20	13	6	17
Gm7895	2	2	2	2	1	2
Gm5264	1	3	1	2	0	4
Fam174a	32	122	96	50	50	165
BC055308	3	5	4	3	3	10
Gm15427	399	1147	1368	504	411	954
St8sia4	7	38	15	21	7	36
Gm37642	1	1	2	2	1	1
Gm22360	1	1	1	1	0	1
Gm1833	1	6	10	1	2	1
Panct2	0	0	0	1	0	1
Gm6430	65	176	131	68	71	68
D1Ertd622e	19	52	51	23	20	58
Ppip5k2	18	80	53	53	33	109
Gin1	32	61	53	42	23	64
Pam	154	220	304	169	124	506
Gm37140	5	5	4	4	2	5
Gm3531	22	42	29	15	12	83
B230216N24Rik	9	27	28	21	14	26
1810006J02Rik	2	4	4	0	4	2
Gm29462	1	3	2	0	1	2
Gm3555	0	0	1	0	0	0
Cnt0p5b	0	0	2	0	0	0
Tdpx-ps1	5	8	8	3	4	15
Gm19029	1	0	0	0	1	1
Gm29668	3	2	0	0	0	2
Gm29667	1	13	5	3	4	3
Psmb6-ps2	6	15	9	4	5	5
Gm28188	6	7	11	6	3	20
Gm28187	26	23	33	27	15	58
Gm37789	3	14	9	7	2	4
Cdh20	0	1	1	0	0	0
Rnf152	16	26	25	14	12	34
Gm17634	1	3	5	0	1	5
Gm3608	14	33	27	12	14	31
Pign	44	116	67	46	46	90
Gm28404	1	1	0	1	1	2
Gm20302	19	27	34	16	17	80
Gm8004	0	2	3	0	0	0
2310035C23Rik	47	107	68	48	55	128
Gm37566	3	9	7	6	0	9
Gm10193	0	2	5	3	2	6
Tnfrsf11a	6	13	10	3	5	19
Gm7160	2	6	2	2	3	8
Zcchc2	16	62	58	26	18	38
Gm37372	1	1	0	1	0	1
Gm20753	0	0	0	0	0	1
Phlpp1	8	27	26	12	7	54
Gm38235	5	3	2	4	2	9
Gm6651	4	2	3	2	2	1
Bcl2	40	70	39	36	23	78
D630008O14Rik	3	0	0	0	1	1
Gm37053	0	0	0	2	0	1
Kdsr	29	145	92	50	39	122
Vps4b	148	270	277	173	111	334
Serpinb5	0	0	0	0	0	1
Serpinb12	0	4	0	0	0	2
Gm15388	1	0	0	0	0	2
Serpinb11	0	0	0	3	0	0
Serpinb2	1	0	0	0	0	0
Serpinb8	6	12	8	8	5	11
Gm15389	0	3	0	0	0	0
Gm5702	0	1	1	1	0	2
Gm6679	0	0	1	0	0	0
Gm8141	14	23	23	15	10	21
Cdh19	0	0	1	0	0	0
Gm8173	3	4	4	3	1	13
Dsel	27	38	56	31	16	42
Gm6028	7	38	46	14	5	21
Gm6717	1	2	6	0	0	0
Cnt0p5a	11	22	4	11	16	34
Zfp813-ps	0	0	0	0	0	0
Gm28362	1	1	2	1	0	0
B020011L13Rik	1	0	0	0	0	2
Gm29106	0	0	0	0	0	0
Gm7200	0	1	0	1	0	0
Tsn	240	534	479	287	215	596
Nifk	67	159	105	81	72	169
Clasp1	48	107	84	54	45	133
2900060B14Rik	0	3	0	2	1	1
Tfcp2l1	3	11	9	4	7	15
Gli2	12	28	23	13	11	18
Gm26831	0	1	1	0	0	1
Gm3508	5	4	8	1	0	10
Inhbb	62	172	572	134	97	222
Ralb	39	135	107	60	40	124
Gm27184	1	2	1	3	2	0
Tmem185b	21	62	69	40	29	100
Epb41l5	59	101	130	66	35	200
Gm37219	2	6	9	1	2	8
Ptpn4	43	75	68	53	40	87
Gm3851	1	1	2	1	0	1
Gm37745	2	5	1	2	1	3
Gm29658	0	0	0	0	0	0
Tmem177	33	64	54	18	19	52
Cfap221	0	0	0	0	0	0
Sctr	0	1	0	0	0	1
Tmem37	41	142	87	51	41	88
Dbi	1084	2408	1710	1143	1043	1686
3110009E18Rik	14	34	42	15	17	35
Steap3	38	115	50	49	39	75
Marco	0	27	2	3	1	0
Insig2	62	155	122	86	53	210
Gm37174	1	2	3	2	1	1
Ccdc93	23	66	55	32	22	66
Gm8217	2	2	1	3	4	4
Ddx18	73	184	178	92	59	163
Gm8392	0	2	0	0	0	0
Gm28911	8	15	4	8	1	55
Dpp10	0	0	7	1	0	0
Gm37478	0	0	2	0	0	0
Gm28929	0	0	0	2	0	4
Actr3	214	427	321	246	184	441
Slc35f5	62	113	67	57	40	161
Gpr39	3	15	10	5	2	16
Lypd1	1	0	1	0	0	0
Nckap5	22	76	45	32	25	41
Gm37161	0	2	1	0	0	0
Gm37936	5	0	2	1	3	3
Gm38177	0	0	2	1	1	3
Mgat5	29	70	70	42	27	80
Gm37510	4	9	6	2	2	14
Gm8451	16	34	35	18	16	258
Acmsd	0	0	0	0	0	0
2900009J06Rik	8	7	12	8	4	8
Ccnt2	84	248	200	120	73	265
Map3k19	0	0	1	2	0	0
Rab3gap1	44	125	97	77	49	145
Zranb3	14	38	58	29	16	61
Gm28800	0	4	0	2	1	1
Gm38248	7	9	11	6	1	12
Rpl28-ps1	222	373	272	276	175	437
Gm37625	0	0	1	1	0	0
Gm38026	2	0	2	3	0	2
R3hdm1	113	249	236	166	124	279
Gm29383	0	1	1	1	0	0
Gm37588	1	1	2	0	0	0
Gm37868	1	0	1	0	2	1
Gm37407	7	12	16	13	4	37
Ubxn4	234	368	370	268	190	438
Lct	0	2	0	0	0	0
Mcm6	63	215	149	92	67	159
Dars	120	328	245	159	109	266
Gm6170	11	29	28	12	19	54
Cxcr4	19	55	16	20	25	57
Thsd7b	20	55	6	30	23	38
Gm38240	1	4	0	2	0	2
Gm36951	0	3	0	1	0	4
Gm15790	1	0	0	1	0	1
Rpl31-ps9	6	11	14	10	4	12
Gm37479	2	2	0	2	0	0
Gm37064	0	0	1	4	0	3
Gm37278	0	0	0	3	1	2
Gm29428	1	0	0	0	1	0
Cd55b	1	1	1	0	0	0
Gm15674	0	2	0	0	0	0
Gm15675	3	12	4	6	2	3
Cd55	46	132	68	49	34	122
Gm16083	0	0	2	2	0	1
Gm37109	2	1	2	0	0	0
Gm37283	0	2	3	0	0	0
Zp3r	0	0	0	0	0	0
C4bp	0	0	0	0	0	0
Gm29427	0	0	0	0	0	2
C4bp-ps1	0	0	0	0	0	0
Pfkfb2	14	27	30	25	9	37
Yod1	17	33	37	30	16	61
AA986860	5	17	1	2	0	10
Gm28857	0	2	0	0	1	1
Pigr	1	5	0	1	2	0
Fcmr	1	2	0	1	0	0
Il10	0	2	1	0	0	0
Mapkapk2	76	255	158	111	71	319
Gm37084	5	7	6	9	8	6
Dyrk3	7	13	4	6	2	16
Eif2d	45	119	95	61	41	111
Rassf5	3	14	12	15	5	23
Ikbke	14	62	26	15	7	40
Gm28913	0	1	1	2	1	0
Srgap2	37	103	84	49	31	118
Gm38262	1	1	0	0	2	1
Gm37954	1	5	0	1	4	4
Gm29488	0	2	1	0	1	0
Gm29487	1	0	0	0	0	1
Gm24273	1	0	0	0	0	0
Fam72a	2	11	3	1	2	11
Ctse	0	1	0	3	0	0
Rab7b	37	136	64	54	34	115
Slc26a9	0	0	1	1	0	3
Pm20d1	0	5	2	2	2	8
Slc41a1	62	144	99	61	50	144
Rab29	33	95	60	33	26	87
Nucks1	149	349	235	191	139	530
Gm38067	0	2	2	2	1	3
Gm37676	74	33	35	71	75	80
Slc45a3	45	85	49	41	24	95
Elk4	64	150	122	87	73	215
Mfsd4a	103	184	251	91	94	160
Gm26892	0	0	3	1	1	2
Gm37120	3	2	0	1	0	2
Cdk18	8	29	11	12	10	36
Gm29629	0	0	0	0	1	0
Lemd1	0	0	0	0	0	0
Gm7241	0	2	1	0	1	3
Klhdc8a	7	20	5	2	4	25
Nuak2	5	15	22	10	2	15
F730311O21Rik	0	1	1	0	0	0
Tmcc2	3	17	10	10	11	27
Gm15849	1	2	0	0	0	0
Dstyk	49	135	143	67	57	185
6030442K20Rik	5	12	5	5	0	5
Rbbp5	22	66	47	31	24	47
Tmem81	1	9	14	7	9	20
Cntn2	1	1	0	0	2	0
Nfasc	0	5	2	1	2	4
Lrrn2	8	21	22	11	8	25
Mdm4	79	228	198	112	86	228
Gm29257	19	28	18	24	14	139
Pik3c2b	16	25	20	15	10	24
Gm28609	0	0	0	0	1	0
Gm26616	1	0	1	0	0	4
Ppp1r15b	48	142	95	78	45	199
Plekha6	14	21	10	10	12	17
Gm19461	4	10	10	3	3	3
Kiss1	1	2	0	1	1	1
Ren1	60	170	54	88	59	75
Etnk2	47	143	105	56	34	141
Sox13	8	17	20	8	3	27
Snrpe	373	792	713	459	371	647
Gm26706	0	0	1	0	0	0
Zc3h11a	10	15	16	9	9	26
Gm38394	3	7	2	4	2	0
Lax1	2	2	5	1	1	3
Atp2b4	71	139	108	86	48	219
Gm37368	1	1	5	2	3	4
Optc	1	8	2	1	0	2
Gm15851	0	8	6	6	3	5
Prelp	32	80	79	41	31	78
Fmod	3	30	20	7	9	17
Btg2	59	126	69	56	55	170
Gm38140	0	0	0	0	0	0
Gm8618	5	3	3	3	7	12
Chit1	0	3	2	1	1	0
Chil1	0	4	1	1	0	4
Mybph	5	1	4	6	9	7
Adora1	83	156	167	99	87	200
Ppfia4	8	16	9	9	6	17
Tmem183a	48	117	91	52	35	161
Cyb5r1	52	158	126	77	49	178
Adipor1	108	292	196	144	91	489
Gm37935	1	0	1	2	0	0
Klhl12	31	106	82	54	50	104
Rabif	51	136	106	59	39	121
Gm25612	0	1	0	1	0	0
Gm15454	0	13	6	1	0	5
Kdm5b	66	161	104	88	75	196
Syt2	1	1	1	4	1	1
Ppp1r12b	105	193	145	110	94	213
Gm37949	6	11	6	7	4	6
Gm37677	3	9	9	13	5	20
Ube2t	8	42	25	18	17	21
Lgr6	13	24	36	12	8	25
Ptprv	6	23	27	21	11	10
Gm10535	1	0	0	0	0	0
Ptpn7	2	12	14	6	5	12
Arl8a	48	91	91	56	39	140
Gm26280	1	3	1	1	1	0
Gm15445	1	1	2	2	1	6
Gpr37l1	0	0	0	0	0	0
Gm4204	23	63	78	37	29	67
Gm26642	2	4	3	1	1	2
Elf3	1	5	7	2	1	7
Rnpep	59	163	81	72	53	167
Timm17a	192	487	361	210	159	343
Lmod1	42	72	43	32	22	71
Shisa4	61	106	60	42	30	147
Ipo9	80	213	180	95	58	205
Gm28277	0	0	1	2	1	0
0v1	106	230	135	121	94	265
2610012C04Rik	3	9	2	2	3	10
Gm37333	6	14	17	8	9	17
Gm4793	0	1	0	0	0	4
Gm38399	7	17	5	6	4	9
Csrp1	139	493	304	146	128	136
Phlda3	29	87	72	27	21	158
Tnni1	5	13	9	9	8	12
Lad1	0	1	0	2	1	0
Tnnt2	6	34	48	8	8	10
Gm28883	3	1	2	1	2	3
Igfn1	0	0	0	0	0	1
Tmem9	139	347	379	182	140	233
Cac01s	1	0	2	0	1	1
Kif21b	3	4	1	5	3	11
Mroh3	0	0	0	0	0	0
5730559C18Rik	1	3	0	1	2	2
Camsap2	35	84	61	44	34	121
9230116N13Rik	0	4	6	2	0	3
Ddx59	9	58	35	23	14	35
Kif14	3	15	4	9	5	15
Gm29486	0	2	2	0	0	3
Gm29485	0	1	1	0	0	1
Platr23	0	0	1	0	0	1
Zfp281	55	92	86	68	45	178
Gm19705	21	59	20	32	13	56
Platr22	3	1	1	0	1	4
Gm24086	0	0	1	0	0	1
Gm8762	4	10	1	4	3	6
Gm29718	3	7	5	4	1	8
Nr5a2	211	442	705	186	159	706
Gm4258	6	5	5	6	1	1
Gm37298	8	9	2	12	5	3
Gm26979	1	3	0	2	0	1
Gm37124	2	6	6	5	4	7
A130050O07Rik	4	2	1	3	2	2
Gm26930	1	3	1	0	1	1
D130019J16Rik	1	6	4	5	2	11
Gm37534	0	3	1	2	2	4
A430106G13Rik	2	17	9	4	2	8
Gm37632	0	4	1	1	0	5
Ptprc	20	71	43	23	20	30
A130071D04Rik	0	6	4	6	1	7
Nek7	114	234	192	151	92	336
Gm28501	0	0	0	0	0	2
Gm37080	1	5	2	3	2	0
Gm37101	2	6	10	3	4	11
Lhx9	7	22	12	16	12	55
2310009B15Rik	55	121	90	59	48	93
Gm37045	2	3	2	1	2	6
Dennd1b	78	148	162	94	66	198
Gm37423	10	9	6	6	9	28
4930596I21Rik	6	5	11	4	2	3
Gm18553	0	0	0	1	0	0
Gm16305	1	0	2	0	1	10
Gm37470	1	7	10	6	0	9
Gm43544	5	16	22	12	13	32
Gm37655	2	2	0	5	1	4
Gm16304	0	0	0	0	1	1
Gm37718	8	17	24	13	11	26
Crb1	0	8	6	0	0	0
Zbtb41	59	121	100	81	67	161
Aspm	38	98	51	41	18	75
Cfhr1	3	3	3	2	1	5
Gm4788	5	16	11	8	2	12
Cfhr2	10	17	8	5	4	22
Gm16332	18	52	37	27	13	24
Gm5837	3	10	5	4	1	4
Gm5834	2	5	9	2	1	2
Gm38266	1	7	5	9	4	5
Gm26048	0	1	0	0	2	0
Gm38019	1	2	2	0	1	7
Cfh	1044	2055	1591	1182	972	1885
Kcnt2	27	62	58	32	25	48
Gm37777	5	10	3	0	4	13
Gm37599	3	3	7	5	9	12
Gm5835	2	20	13	8	6	27
Cdc73	105	226	155	119	88	340
B3galt2	11	6	10	12	15	17
Gm6397	39	106	137	48	36	35
Glrx2	66	272	230	77	56	173
Trove2	122	210	134	152	99	281
Uchl5	86	190	167	98	102	179
Gm29170	4	6	4	2	3	4
Rgs2	289	770	499	415	260	515
Rgs13	0	2	64	3	6	2
Rgs1	3	0	3	1	0	0
Gm7266	0	0	1	2	1	1
Rgs18	5	1	2	4	3	1
Gm28392	0	0	0	0	0	0
Gm5263	2	3	4	4	5	14
Brinp3	1	0	0	0	0	2
Gm15583	8	10	9	5	4	2
A230059L01Rik	1	2	1	3	0	1
Gm4034	1	0	0	0	0	0
Pla2g4a	23	71	43	26	25	75
Ptgs2os	0	1	0	0	0	0
Ptgs2	2	16	0	1	1	6
Gm9687	0	2	0	0	2	7
Ptgs2os2	1	3	1	1	0	2
Rbm3-ps	8	6	13	10	16	12
Gm4322	0	0	0	1	1	0
Pdc	0	0	0	0	0	0
BC003331	96	184	193	114	109	223
Tpr	227	462	334	321	222	437
Prg4	3	5	4	5	4	5
Ska2l-ps	0	1	1	1	0	0
Hmcn1	24	55	35	37	25	39
Gm20631	1	0	0	0	0	0
Gm10138	9	24	29	8	2	23
Ivns1abp	212	495	890	289	211	535
Swt1	66	137	137	96	79	145
Trmt1l	67	174	175	102	63	208
Mir7682	1	1	0	1	2	2
Gm37893	11	41	47	16	16	60
Rnf2	58	141	132	81	64	152
Gm36527	0	4	1	2	1	1
Gm19503	2	3	5	1	0	6
Fam129a	209	417	297	252	225	432
2810414N06Rik	8	12	6	3	3	12
Edem3	108	210	162	100	69	230
1700025G04Rik	26	86	40	32	30	84
Tsen15	52	148	126	67	53	97
Colgalt2	4	19	45	10	6	14
Rgl1	32	76	48	35	16	100
Gm7278	0	1	0	0	0	1
Gm28792	0	1	1	0	0	1
Arpc5	216	529	459	257	222	390
Ncf2	15	62	29	16	13	32
Smg7	31	103	64	36	34	82
Gm28791	5	11	6	9	7	21
Gm8976	3	7	1	2	2	21
Nm0t2	1	2	1	4	0	4
Lamc2	2	16	5	4	4	17
Lamc1	110	256	153	125	85	334
Gm38009	5	3	3	3	3	5
Gm8818	3	1	2	3	3	3
E330020D12Rik	1	11	3	1	2	3
Shcbp1l	1	0	1	1	4	1
Dhx9	187	454	316	231	172	374
Npl	21	53	37	22	19	54
Gm6652	0	1	0	0	2	0
Rgs16	5	20	15	6	5	16
Gm28513	0	2	2	1	1	0
R0sel	41	55	70	45	31	116
Gm28512	2	1	0	0	2	0
Rgsl1	0	1	0	1	1	1
Teddm2	5	12	3	7	4	14
Gm38352	1	2	0	0	1	2
Glul	265	667	295	322	239	987
Gm29291	1	3	1	1	0	1
Gm28286	0	1	0	0	0	0
A830008E24Rik	1	5	7	3	1	6
Cac01e	1	5	2	5	0	2
Gm9530	0	1	2	1	3	2
Ier5	35	54	50	39	23	103
Mr1	39	87	61	42	47	81
Stx6	45	148	106	44	32	133
Gm8850	2	6	1	0	1	1
BC034090	13	31	28	19	15	33
Xpr1	77	147	110	80	56	218
Gm22569	1	0	1	0	1	0
Gm5532	4	2	5	5	0	6
Acbd6	36	103	96	61	37	172
Qsox1	174	401	509	204	171	460
Gm37539	0	2	0	0	0	0
Cep350	51	77	68	67	48	109
Gm37383	1	2	0	1	2	2
Gm23744	4	2	1	2	3	1
Gm9694	0	2	0	0	0	0
Tor1aip1	61	194	150	92	73	239
9430034N14Rik	12	9	11	11	7	18
Tor1aip2	159	389	349	231	150	431
Fam163a	2	7	3	1	0	4
Tdrd5	28	92	155	52	32	56
Nphs2	0	0	4	1	0	4
Axdnd1	13	39	25	13	21	27
Gm2000	196	528	503	271	217	760
Soat1	792	1476	929	920	691	1796
Gm37648	11	4	0	5	7	4
Gm10031	30	60	54	35	26	107
Abl2	60	124	96	63	48	144
Gm38043	10	10	10	14	14	18
Tor3a	34	77	48	32	35	85
Fam20b	54	119	104	66	44	188
Gm15428	0	1	2	0	0	5
Ralgps2	65	147	206	90	71	139
Gm28693	2	5	4	0	0	1
Angptl1	13	24	28	10	9	9
Gm37802	0	4	5	7	2	1
Gm37943	2	4	3	6	5	2
4930439D14Rik	0	0	0	1	0	1
Gm28694	1	0	0	1	0	0
Rasal2	31	50	52	31	21	63
Gm37788	4	11	4	6	2	19
Gm37578	1	2	0	1	0	0
Gm6058	0	2	1	0	0	0
Gm37060	9	11	10	4	4	19
2810025M15Rik	67	238	147	79	71	131
Cryzl2	47	124	168	69	63	95
Gm15486	0	0	1	0	0	0
Sec16b	10	29	11	11	5	17
Gm37682	5	1	1	5	5	6
Brinp2	6	9	12	5	8	7
Astn1	1	5	14	1	0	1
Gm37861	0	0	2	0	0	1
Gm37679	0	0	1	0	0	0
Gm37848	1	0	1	1	1	1
Pappa2	4	32	3	12	1	20
Gm4953	1	4	0	0	2	2
Cop1	86	228	197	116	83	270
Gm37115	2	3	1	4	2	4
Gm37088	0	0	0	0	0	0
Scar03a	0	0	0	0	1	1
Tnr	7	2	2	0	0	3
4930523C07Rik	53	112	77	37	34	94
4930562F07Rik	2	3	3	0	2	3
Tnn	0	1	0	0	0	1
Mrps14	242	603	512	279	229	398
Cacybp	147	310	301	192	147	358
4933417C20Rik	3	3	2	2	3	1
Rabgap1l	50	114	83	57	37	110
Gm36975	0	0	0	0	0	2
Mir1927	0	0	0	1	0	0
9430087J23Rik	1	1	1	0	1	4
Gm37529	8	6	5	3	4	14
Gm37212	1	0	1	1	0	0
Gm37215	2	10	12	9	9	12
Gm38302	0	1	0	0	0	1
6720464F23Rik	7	10	7	13	4	14
Gm37873	0	0	0	1	0	2
Gm37328	0	0	0	1	0	1
Gm38329	0	8	2	1	0	6
Gm38126	2	7	12	1	3	2
Gm37083	0	0	0	0	0	1
Gm24988	1	0	2	0	1	0
Gm6177	2	7	6	3	1	70
Rc3h1	52	108	95	69	47	129
Gm37052	18	14	28	27	18	49
Gm37809	1	4	4	1	1	0
Gm37653	6	5	8	9	10	4
Serpinc1	4	7	9	3	1	11
Gm37729	0	0	0	1	1	1
Gm37072	0	0	0	0	1	0
Zbtb37	44	99	79	66	35	99
Gm37362	1	3	4	1	3	2
Gas5	1101	1989	2015	1275	1138	1480
Dars2	19	64	59	31	21	57
Gm37634	0	0	0	2	1	0
Cenpl	21	41	45	19	13	40
Klhl20	29	67	33	30	24	69
Ankrd45	0	4	2	1	0	2
Prdx6	312	693	818	417	284	662
Gm15429	17	53	41	13	13	25
Gm5049	1	1	0	0	0	0
Fasl	0	1	0	0	3	1
Gm37357	0	0	0	0	0	0
Suco	45	105	90	51	50	161
Gm7496	3	5	5	5	2	1
Gm31925	0	4	2	1	0	0
Pigc	34	78	73	36	27	81
Gm38304	0	2	0	0	1	0
Dnm3	34	96	60	43	33	49
2810442N19Rik	2	0	2	1	2	2
Gm37767	2	4	3	0	1	1
Dnm3os	47	94	29	50	26	72
Mettl13	9	50	31	21	12	53
Vamp4	78	154	103	77	66	153
Gm5705	0	0	0	0	1	0
Myoc	9	33	27	9	13	19
Myocos	7	12	17	6	5	7
