	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1HV1	OvaryPNAF1HV2	OvaryPNAF1HV3
Tcl1b4	1	2	3	5	3	5
Tcl1	20	40	28	36	27	25
D430019H16Rik	1	17	15	18	10	9
Bdkrb2	0	2	3	4	3	1
Bdkrb1	1	0	2	1	0	4
Atg2b	36	78	83	70	63	58
Gskip	68	163	170	121	155	121
Ak7	5	20	18	12	18	20
Papola	211	502	336	413	431	295
Gm48807	1	1	0	0	0	0
Gm19554	0	0	0	0	1	0
Vrk1	36	87	78	67	64	57
AC163040.1	1	0	1	1	2	1
Gm32635	0	0	2	1	0	1
Gm3191	0	1	1	3	1	2
Gm17031	1	0	0	0	1	0
Bcl11b	0	2	2	3	3	1
Setd3	53	159	126	154	96	103
Ccnk	33	94	47	64	59	44
Ccdc85c	5	23	15	17	15	6
Hhipl1	4	12	8	10	6	8
Cyp46a1	3	3	4	3	4	2
Eml1	87	138	178	105	89	72
Gm16596	0	0	0	0	0	0
Evl	62	140	108	76	96	85
Mir342	0	0	0	1	0	0
Degs2	1	0	0	2	1	2
Gm48048	0	2	3	0	1	0
Gm34220	8	18	16	10	4	4
Yy1	122	272	199	196	218	166
Slc25a29	1	9	6	4	10	4
Slc25a47	3	9	20	11	7	18
Wars	38	123	93	105	112	96
Wdr25	3	15	10	18	14	12
Gm47980	0	0	0	0	0	1
Gm18405	0	0	0	0	2	1
Begain	2	3	8	4	2	5
Dlk1	1	7	0	10	10	6
Meg3	89	204	285	187	175	153
Gm26906	0	0	0	0	0	0
Rtl1	0	1	0	1	1	0
Mir136	2	1	3	0	0	0
Rian	18	49	42	45	49	22
Gm37899	1	4	3	2	2	1
B830012L14Rik	4	2	4	1	1	0
Mir299b	0	0	0	0	0	0
Mir667	0	0	1	0	0	0
Mirg	3	6	14	2	8	5
Mir496a	0	0	0	0	0	0
Gm3379	72	213	128	146	157	136
Dio3os	4	25	22	21	10	15
Dio3	2	14	24	4	5	4
Gm6988	173	132	155	65	66	82
Gm9063	1	0	0	1	0	0
Ppp2r5c	124	351	267	313	317	275
Gm19605	9	27	18	20	17	21
AC152827.1	4	10	14	12	16	11
Dync1h1	188	438	466	389	337	279
Gm17111	1	0	0	0	0	0
1700001K19Rik	0	0	0	0	1	0
Hsp90aa1	786	1568	1519	963	859	782
Wdr20	32	81	80	56	59	39
Mok	5	25	18	13	13	13
4921507G05Rik	1	0	0	0	1	0
Gm26912	1	3	3	1	0	1
Zfp839	40	106	80	91	68	42
Mpc1-ps	16	40	22	37	42	35
Cinp	51	122	93	92	102	93
Gm48405	0	2	1	0	0	0
Tecpr2	20	45	45	38	28	24
Rps19-ps6	227	492	389	432	465	387
Ankrd9	4	12	26	33	33	18
Rcor1	81	174	130	127	137	87
Gm46379	3	3	3	5	1	4
Gm48632	2	0	1	1	1	0
Traf3	21	62	30	31	44	44
Amn	1	1	0	1	1	0
A230087F16Rik	6	4	8	9	4	2
Cdc42bpb	69	138	109	132	102	98
Lbhd2	0	3	0	5	4	4
Exoc3l4	23	55	37	48	37	50
Gm10425	1	0	1	1	1	0
Tnfaip2	45	139	65	81	105	66
Gm40578	0	0	1	0	0	1
Gm266	0	1	0	2	1	0
Eif5	411	846	524	728	658	596
2810029C07Rik	2	3	1	1	1	1
Mark3	109	223	200	184	173	126
Gm48286	4	1	3	0	1	0
Ckb	129	414	282	391	357	313
Trmt61a	20	45	50	59	53	42
Gm36635	0	1	0	1	2	1
Bag5	29	114	97	112	106	75
Apopt1	110	221	205	218	215	176
Gm15996	7	12	18	13	10	5
Klc1	139	416	307	350	371	310
Xrcc3	7	23	24	30	28	14
Zfyve21	99	303	236	344	301	259
Ppp1r13b	42	110	83	57	61	64
Gm19195	0	4	5	3	2	2
Gm3565	0	0	0	0	0	0
5033406O09Rik	7	16	15	17	14	19
Gm36757	0	2	4	2	1	0
2010107E04Rik	954	1591	1988	1297	1401	1374
Tdrd9	1	3	0	2	0	3
Aspg	1	0	1	1	0	0
Kif26a	32	86	118	56	57	38
E330035G20Rik	2	3	13	2	2	0
A530016L24Rik	2	5	3	4	1	1
Tmem179	1	3	0	0	1	0
Inf2	86	162	104	178	158	133
Adssl1	2	17	6	9	8	7
Siva1	147	430	315	357	289	266
Akt1	88	273	219	299	238	204
Zbtb42	4	13	3	3	10	3
Gm30238	1	9	9	11	7	9
Cep170b	39	108	72	70	63	39
Pld4	13	59	35	51	185	46
Ah0k2	48	124	53	79	67	62
BC022687	7	18	22	24	19	13
Cdca4	34	110	89	94	99	64
Gpr132	0	4	2	1	2	2
Jag2	10	34	30	47	33	33
Nudt14	55	162	175	199	151	154
Gm26583	0	0	2	2	0	0
Brf1	32	78	69	70	77	57
Gm47541	0	2	4	2	0	1
Btbd6	8	30	29	21	23	24
9230104M06Rik	0	0	0	0	0	0
Pacs2	33	92	57	79	99	64
Gm44471	0	0	0	1	0	0
Mta1	56	163	97	109	103	85
Crip2	135	549	352	631	578	518
Crip1	255	555	404	615	708	726
Tedc1	6	18	11	13	13	12
Tmem121	3	3	0	1	4	3
Igha	15	30	34	48	30	36
Ighg2c	1	3	4	5	7	1
Ighg2b	5	7	5	9	53	8
Ighg1	0	8	4	2	2	1
Ighg3	0	2	2	1	1	0
Gm9134	1	4	4	3	4	3
Gm5190	0	0	0	0	1	0
Ighd	1	4	1	2	2	5
Ighm	14	27	22	22	65	13
Ighv2-2	0	1	1	2	0	1
Ighv5-4	0	0	0	1	2	0
Ighv5-6	0	0	1	0	2	0
Gm9517	1	1	0	1	1	0
Ighv2-5	0	0	2	5	1	0
Ighv2-6	0	0	2	0	1	0
Ighv2-9-1	0	1	0	2	0	5
Rpl26-ps3	0	0	1	0	0	0
Ighv5-16	0	0	1	1	2	1
Ighv5-17	0	0	2	1	3	3
Ighv7-1	1	0	1	2	1	3
Ighv4-1	1	0	0	0	1	1
Ighv3-1	0	0	0	0	0	0
Ighv14-2	0	0	1	0	1	0
Ighv14-3	0	1	0	1	1	0
Ighv9-3	2	3	3	1	2	0
Ighv7-3	2	0	4	2	3	2
Ighv14-4	0	0	0	0	0	1
Ighv3-6	1	8	2	1	1	2
Ighv13-2	0	1	0	1	1	3
Ighv6-3	0	2	3	2	3	2
Ighv6-6	2	0	4	0	0	1
Ighv10-1	0	0	2	0	1	0
Ighv10-3	0	0	1	4	0	0
Ighv1-9	0	4	1	0	2	3
Ighv1-12	0	1	0	0	2	1
Ighv1-15	0	0	4	0	2	0
Ighv1-18	0	0	0	4	0	0
Ighv1-19	0	0	2	0	0	0
Ighv1-22	0	0	1	0	2	0
Ighv1-26	0	0	2	3	1	2
Ighv1-46	0	2	0	0	0	0
Ighv1-50	0	1	0	0	0	0
Ighv1-53	0	0	2	4	4	5
Ighv1-54	0	0	0	1	0	0
Ighv1-55	0	0	1	1	1	0
Gm7019	0	0	1	0	0	1
Ighv1-58	0	0	0	1	1	1
Ighv1-64	0	0	2	1	7	1
Gm9238	6	7	12	6	10	8
Rpl7a-ps2	0	0	1	0	0	0
Ighv1-66	0	0	0	0	0	4
Ighv1-69	2	0	0	1	0	0
Ighv8-12	0	0	1	2	0	0
Ighv1-71	0	0	0	0	0	0
Ighv1-72	0	0	2	6	1	1
Ighv1-74	0	0	1	0	0	0
Gm19843	0	1	0	1	1	0
Ighv1-75	0	0	0	2	0	0
Ighv1-76	0	4	0	1	4	1
Ighv1-78	0	0	0	1	0	0
Gm9256	0	3	1	0	1	1
Ighv1-81	0	1	0	0	0	0
Ighv1-82	0	3	2	0	0	0
Gm9260	1	2	4	3	5	1
Ighv1-85	1	0	0	0	0	2
Zfp386	52	125	119	113	74	89
Vipr2	5	4	1	2	7	5
Gm20658	0	0	0	0	0	0
Gm48620	2	5	5	4	1	4
Wdr60	50	95	94	69	65	64
Gm48079	0	1	1	0	0	0
Esyt2	122	245	178	184	178	134
D430020J02Rik	4	7	5	6	3	3
Ncapg2	23	54	39	38	32	36
Ptprn2	1	1	0	0	0	0
Gm6750	0	1	0	1	0	0
Gm17807	2	6	2	3	1	0
Rapgef5	30	65	41	35	43	38
Gm18955	0	2	2	0	0	0
Cdca7l	12	37	32	32	21	21
D0h11	1	3	3	1	1	0
AC163032.1	2	10	5	5	5	5
Sp4	18	34	23	25	20	17
Gm9267	2	4	4	1	5	2
Abcb5	0	1	0	0	0	2
Itgb8	6	17	11	13	14	11
Gm6768	12	17	14	15	18	15
Macc1	2	1	3	0	0	0
Gm18032	1	7	3	2	4	2
Gm48685	0	0	0	0	0	0
Gm9280	4	2	8	2	0	0
Gm7962	3	7	9	7	2	2
Selenop	489	947	1008	852	760	730
Ccdc152	3	0	0	0	0	0
Ghr	35	115	84	79	82	76
Gm17873	0	1	0	0	1	0
Fbxo4	22	67	69	45	47	46
AW549877	61	152	179	123	103	89
Gm2093	0	2	0	0	0	0
BC037032	1	3	2	5	0	1
Oxct1	222	567	403	483	443	351
Plcxd3	1	5	5	9	5	0
C6	0	2	0	1	0	1
Gm16374	32	33	39	27	33	33
Mroh2b	0	2	0	0	0	0
C7	2	4	4	7	10	1
Gm25652	0	0	0	0	0	0
Card6	23	41	29	47	24	20
Rpl37	1751	3182	2768	2682	2545	2648
Snord72	1	1	4	1	0	1
Gm10250	14	41	42	33	45	37
Prkaa1	53	125	90	127	110	93
Gm15938	1	3	2	0	2	1
Ttc33	56	122	133	115	106	82
Ptger4	2	18	7	9	11	9
Gm15937	0	3	1	0	1	0
Gm2157	6	8	12	5	4	8
Gm46496	5	8	13	7	2	6
5430437J10Rik	0	5	0	3	0	5
Gm18715	0	0	0	0	0	1
Gm49095	1	1	3	0	0	0
Dab2	82	179	217	137	127	116
Fyb	12	68	19	27	55	21
Gm2245	0	3	0	0	0	0
Gm7666	26	83	44	84	85	58
Rictor	41	103	66	67	65	64
Osmr	18	69	11	23	30	23
Lifr	41	132	93	98	77	75
Egflam	44	63	71	64	71	61
Gm16030	0	0	0	0	2	0
Gm16029	4	0	1	0	1	0
Gm49207	8	16	9	9	13	7
Gdnf	2	8	6	3	0	1
Wdr70	41	111	152	100	86	69
AC123611.1	75	158	135	111	104	114
Nup155	39	77	60	64	60	44
2410089E03Rik	28	78	68	58	52	49
Nipbl	175	367	300	242	250	186
Gm31282	0	0	0	0	0	0
Gm49249	1	6	1	0	0	3
Slc1a3	7	16	7	11	6	12
Gm37310	1	1	0	0	1	0
Ranbp3l	0	0	0	1	0	0
0dk2	20	59	61	43	57	42
Skp2	26	62	53	30	32	27
Lmbrd2	33	57	49	56	53	46
Ugt3a2	1	0	0	1	0	1
Capsl	0	0	3	1	1	21
Il7r	2	9	3	2	5	2
Spef2	2	7	11	7	7	6
Gm26350	0	0	3	0	0	0
Prlr	1206	1815	1978	1963	1749	1440
Agxt2	0	8	4	7	4	1
D0jc21	29	58	36	41	40	24
Brix1	76	170	128	196	172	148
Rad1	34	63	48	59	68	58
Ttc23l	0	1	0	0	0	0
Gm8174	0	1	2	1	2	0
Rai14	96	196	193	152	169	139
Gm10389	3	4	1	8	2	1
4930556M19Rik	14	21	29	18	16	25
Gm19276	2	4	6	4	4	1
C1qtnf3	2	6	2	6	9	11
Amacr	14	44	42	47	57	52
Rxfp3	0	2	0	0	0	0
Adamts12	29	73	40	70	55	49
Tars	68	176	121	150	159	116
Gm41271	0	1	1	0	0	0
Npr3	30	50	27	28	24	31
Gm5144	1	3	1	3	0	1
Sub1	392	949	686	962	1034	862
Zfr	139	258	210	212	220	187
Mir1898	1	2	7	0	2	0
Gm2573	4	13	11	11	8	12
Gm2581	1	5	0	5	4	1
Mtmr12	21	65	45	40	32	39
1810049J17Rik	0	0	0	0	0	0
Golph3	126	233	182	183	174	162
Pdzd2	22	58	46	36	47	42
Gm2606	16	16	32	13	17	11
6030458C11Rik	26	57	49	39	48	42
Drosha	48	133	115	112	95	74
Cdh6	4	8	5	4	3	1
Gm8238	0	0	0	1	0	0
Gm4940	2	4	2	2	1	4
Gm49114	0	2	2	0	2	1
Gm49119	0	0	2	0	1	0
Gm29753	1	7	4	3	3	5
Cdh9	1	1	1	2	1	1
Gm8318	3	9	8	6	15	3
Gm49138	0	0	1	0	1	4
Cdh10	0	2	0	0	0	1
Gm49162	0	0	0	0	0	0
Gm8341	1	0	0	1	0	0
Cdh12	3	5	0	2	1	2
Acot10	1	2	3	1	1	5
Gm49187	0	2	1	0	1	2
Hnrnpa1l2-ps2	1	7	9	4	4	8
Gm19840	2	3	9	2	8	3
Gm6533	57	89	116	57	72	62
Basp1	29	45	46	45	60	21
Gm48957	1	0	1	1	1	0
Gm36642	3	2	1	5	5	2
Myo10	126	297	221	271	248	176
Gm48996	5	14	3	3	9	4
Gm2862	1	10	5	4	6	6
Gm4824	0	3	3	1	1	2
Retreg1	25	29	47	44	24	20
Zfp622	26	99	81	91	95	82
Fbxl7	34	59	50	28	45	34
9430068D22Rik	0	1	0	1	0	0
Gm49265	8	10	19	6	8	7
Gm49268	1	1	0	0	0	1
Gm6330	6	11	17	2	2	7
Gm49266	28	27	34	25	25	26
Gm6576	9	37	5	18	21	13
Gm36899	0	1	0	0	0	0
Ank	12	47	37	34	65	23
Tiaf2	1	3	0	0	0	0
B230362B09Rik	0	2	4	1	2	3
Otulin	17	85	67	75	60	57
Gm46506	0	1	0	0	1	0
Fam105a	9	26	12	13	30	13
Trio	107	182	149	105	108	85
Gm9891	0	0	1	1	0	0
Gm20555	0	2	1	0	1	0
Gm19883	0	0	1	1	1	0
D0h5	0	0	0	0	0	3
Gm5212	0	1	0	1	0	1
Ctnnd2	1	0	1	1	0	1
Dap	138	364	261	235	242	217
Fam136b-ps	0	1	1	1	2	0
Ankrd33b	5	6	8	10	12	7
Gm49300	1	0	0	0	0	0
Ropn1l	10	9	11	10	22	7
Gm6361	0	1	2	1	0	1
Gm49208	0	2	0	0	0	0
06-Mar	154	313	223	265	242	189
Gm49214	0	0	0	0	0	0
Gm49216	0	3	0	1	2	0
Gm49215	1	0	0	0	0	1
Cmbl	72	235	240	315	219	204
Cct5	342	885	713	845	753	619
Fam173b	48	137	127	169	149	116
Gm49284	3	22	14	11	10	15
Gm46522	0	0	0	0	1	0
Snhg18	253	543	644	481	431	451
Snord123	0	0	0	1	0	1
Sema5a	97	220	482	151	107	132
Gm32618	4	6	16	14	5	8
Sdc2	100	325	245	283	271	226
Cpq	99	245	301	281	223	203
1700084J12Rik	2	4	13	11	5	4
4930592A05Rik	0	3	1	1	2	2
Tspyl5	2	3	8	2	2	5
Gm49089	0	0	0	0	0	1
Gm9643	0	2	0	0	0	0
Mtdh	243	487	335	279	264	210
9930017N22Rik	25	45	32	33	23	32
Gm24500	0	0	0	0	0	0
Laptm4b	237	595	516	607	514	425
Gm18949	2	2	2	0	2	0
Matn2	115	268	209	230	282	258
9430069I07Rik	0	1	0	0	1	0
Rpl30	2207	2769	3787	1870	1794	1804
D730044K07Rik	2	4	6	5	15	4
Erich5	1	8	2	5	3	2
Rida	48	164	140	148	136	115
Pop1	17	40	36	28	25	20
Gm49195	0	0	1	0	3	0
Gm22208	0	0	0	0	0	0
Nipal2	17	37	23	36	34	24
4930413F20Rik	2	1	0	1	0	1
Kcns2	1	4	2	5	0	2
Stk3	58	153	105	107	116	76
Gm33497	0	0	0	1	1	0
Osr2	47	179	120	159	130	144
BC048602	0	5	1	3	2	1
Gm48960	1	5	3	5	3	1
Vps13b	41	104	94	76	84	65
Gm48966	1	5	3	2	1	2
Gm7968	0	2	3	4	0	1
Gm18994	0	0	2	2	3	1
9130002K18Rik	7	14	11	7	11	5
Gm48965	1	3	1	1	1	3
Gm48961	1	0	1	0	0	1
Cox6c	1131	2277	2398	2223	2190	2061
Rgs22	1	3	2	7	2	3
Gm18889	0	3	0	2	2	1
Fbxo43	1	5	2	1	4	1
Polr2k	184	399	293	381	482	422
Spag1	56	104	47	88	90	77
Gm41293	3	5	2	3	2	2
Rnf19a	82	182	142	120	121	91
Rpl7a-ps3	1	1	2	1	2	1
Gm33936	0	1	1	0	0	0
Gm34150	1	6	7	2	3	1
Gm34093	12	39	1	23	16	34
Gm49224	0	1	1	1	0	0
Ankrd46	76	191	149	155	135	142
Snx31	0	0	4	4	3	2
Pabpc1	982	1851	1303	1250	1181	1142
Gm49262	1	0	0	1	0	0
Gm6704	9	18	14	8	8	17
Gm46515	0	0	0	1	1	1
Gm10385	0	2	0	0	0	0
Ywhaz	411	1099	757	972	970	740
Gm49282	0	2	1	0	0	0
Gm10384	0	0	0	1	0	0
Gm34590	1	3	2	0	2	0
Zfp706	219	553	378	568	589	503
Gm26766	0	1	1	0	0	0
Gm9509	0	1	0	0	1	0
Gm16136	0	1	0	0	2	1
Grhl2	1	2	1	0	0	2
Ncald	33	77	85	60	52	43
Gm28221	0	1	0	0	1	1
Gm15941	2	0	7	2	3	0
4930447A16Rik	0	1	0	0	0	0
Gm49397	0	0	2	0	0	0
Gm49311	3	3	2	0	4	1
Rps19-ps5	5	1	2	4	0	2
Gm35019	0	3	1	3	4	5
Rrm2b	34	61	45	61	59	37
Gm3362	79	232	175	211	260	180
Gm49085	5	16	7	17	19	14
Ubr5	133	302	260	244	221	187
Gm22353	5	5	5	1	2	2
Gm49312	1	3	0	3	0	1
Gm35167	0	2	1	2	0	0
Gm5213	0	1	3	1	0	0
Gm8705	1	1	0	2	2	0
Klf10	49	65	55	94	95	59
Gm35248	0	3	0	2	0	3
Gm26863	2	8	6	2	7	4
Gm41307	0	0	0	0	2	0
G930009F23Rik	9	13	27	19	15	12
Azin1	137	283	230	263	241	211
Gm49077	2	5	1	1	2	3
Gm49090	0	1	1	0	0	0
Atp6v1c1	58	169	165	188	173	133
Gm49097	0	2	0	1	0	2
Baalc	0	1	0	3	1	0
Gm4740	1	4	6	3	4	1
Gm26704	0	1	0	0	1	0
Fzd6	15	29	18	26	20	16
AC164883.2	0	0	1	0	0	0
Gm49105	0	1	0	0	1	0
Cthrc1	10	31	13	22	22	18
Slc25a32	25	55	52	53	36	34
Dcaf13	70	187	145	176	140	136
Gm9522	0	1	0	1	0	0
Rims2	13	15	14	13	21	12
Dpys	0	2	0	1	3	0
Lrp12	18	46	47	37	39	26
AU022793	1	2	0	2	0	2
Gm49255	0	0	0	0	0	0
9330182O14Rik	1	1	0	0	0	0
Gm33301	1	1	1	0	0	4
Gm7382	2	17	7	13	13	11
Zfpm2	18	59	30	28	30	32
AC158556.3	11	15	7	4	3	8
AC158556.2	1	4	2	3	3	5
AC158556.1	4	14	10	7	7	5
Oxr1	76	167	140	135	144	128
Abra	0	0	2	1	0	0
AC138715.1	25	39	34	36	27	17
AC136372.3	0	0	1	0	0	0
AC158972.2	1	2	3	5	3	9
AC101713.1	0	0	0	0	1	0
Angpt1	15	38	45	40	47	30
Gm17473	0	1	4	0	1	4
Rspo2	3	16	8	7	3	7
Eif3e	336	666	546	515	481	415
Gm49271	2	1	0	0	1	0
Gm10373	0	0	2	1	0	2
Emc2	97	251	175	245	236	206
Tmem74	0	1	1	1	0	1
Gm7459	6	2	5	5	5	1
Nudcd1	38	77	41	46	60	54
Eny2	341	678	640	648	611	574
Pkhd1l1	11	28	8	12	13	14
Ebag9	24	78	68	76	73	48
Sybu	7	14	21	11	9	5
A930017M01Rik	0	1	0	2	2	0
Gm5471	0	2	2	1	2	1
Gm5472	0	0	1	0	2	2
Gm49079	0	0	1	2	0	2
Csmd3	0	0	1	0	0	1
Gm7517	1	13	17	14	10	11
Trps1	67	186	114	101	112	107
Eif3h	335	983	791	855	837	776
Utp23	25	55	62	70	62	42
Rad21	94	287	213	190	200	156
Aard	8	16	18	11	6	10
Gm2387	31	45	27	23	15	24
Gm7543	2	1	0	2	0	0
Gm10020	0	4	5	1	8	4
Med30	23	108	41	70	94	60
Ext1	122	284	411	272	273	189
Samd12	7	9	15	10	7	5
Tnfrsf11b	6	9	8	4	10	1
Gm7566	0	0	0	2	0	1
Gm5215	0	1	0	0	0	2
Gm18152	0	1	0	0	1	1
Mal2	0	0	0	0	0	0
Nov	0	2	0	1	0	1
Enpp2	29	34	94	49	51	48
Gm26684	0	1	2	1	1	1
Taf2	47	79	52	47	52	45
Dscc1	5	19	9	17	7	12
Gm9920	3	3	5	9	5	4
Deptor	195	340	248	278	218	214
Col14a1	8	14	17	17	16	3
Mrpl13	129	334	236	253	263	217
Mtbp	12	19	20	12	11	22
Sntb1	16	62	12	27	28	14
Gm46516	2	1	3	2	2	2
Has2	1	2	0	1	1	0
Has2os	0	2	0	0	2	0
Gm49229	0	2	0	0	0	1
Zhx2	11	30	19	28	24	15
Gm16006	0	0	0	1	0	0
Derl1	170	444	337	431	419	325
Tbc1d31	26	58	39	61	55	55
Fam83a	0	0	1	1	6	3
9130401M01Rik	41	107	156	90	85	66
Gm29394	1	4	0	3	2	0
Gm22299	0	2	0	0	2	0
Zhx1	39	90	71	80	68	49
Atad2	42	110	79	54	49	49
Wdyhv1	24	66	76	59	56	40
Gm22488	0	0	0	0	0	0
Fbxo32	38	83	59	56	57	62
Gm15943	1	2	2	1	1	1
Klhl38	1	1	0	2	2	1
Anxa13	0	0	3	1	0	0
Fam91a1	117	198	191	161	163	123
Fer1l6	0	0	0	1	1	0
Gm20712	3	3	6	3	4	1
Tmem65	43	85	58	71	57	34
Trmt12	17	52	30	45	48	46
Rnf139	45	106	102	96	85	76
Tatdn1	42	98	96	86	72	89
Ndufb9	592	1205	1109	1194	1117	1055
Mtss1	47	101	83	70	69	62
4930544F09Rik	3	0	4	1	3	1
Gm5045	43	43	28	14	27	30
Gm7691	36	21	36	17	17	13
Gm36617	0	0	1	0	0	0
Zfp572	0	0	0	0	1	0
Sqle	212	448	284	395	359	315
Washc5	31	99	56	66	70	52
Nsmce2	67	165	169	182	209	128
Trib1	26	55	46	32	37	27
Gm20150	0	0	2	1	0	0
Gm19510	4	9	5	9	4	4
Gm7083	3	2	0	2	3	2
Gm2682	1	1	0	1	0	0
Gm6392	27	28	26	34	32	21
Fam84b	23	43	30	34	28	31
9930014A18Rik	3	11	11	10	9	6
A1bg	1	0	0	0	1	1
4930402D18Rik	1	0	1	4	1	0
AC140304.2	1	9	3	11	16	11
Myc	49	186	95	140	131	125
Pvt1	11	27	20	17	21	17
H2afy3	1	11	4	4	1	0
Tsg101-ps	4	9	9	8	15	8
Gm30159	2	4	3	2	0	0
Gm5473	0	1	2	1	0	2
Gm46499	4	9	17	4	8	4
Gsdmc2	0	1	1	0	0	0
Gsdmc3	0	0	1	0	0	0
Gsdmcl2	0	1	0	0	0	0
Gsdmc4	0	0	1	1	0	0
Fam49b	39	116	88	71	71	42
Asap1	105	196	127	155	183	151
Gm20717	0	1	1	0	2	0
1700010G06Rik	0	2	0	0	0	0
Efr3a	83	213	146	166	189	157
Gm2991	3	3	6	2	7	4
Kcnq3	3	0	1	3	6	1
Lrrc6	2	7	3	5	4	6
Tmem71	41	45	31	83	36	29
Phf20l1	242	378	344	463	402	285
Tg	2	2	1	0	0	0
Sla	5	16	16	15	25	7
Wisp1	39	53	50	69	60	53
Ndrg1	40	107	77	92	92	62
Gm17035	0	2	1	0	1	0
St3gal1	52	130	74	123	79	98
Zfat	11	30	28	56	38	31
Gm10240	16	27	27	32	19	24
Gm37320	2	2	7	4	6	3
Gm26621	4	8	7	8	9	8
Gm37296	2	5	2	1	0	1
AC125541.1	2	1	1	4	1	2
Gm7125	0	0	2	1	0	2
Khdrbs3	31	80	71	45	44	51
AC123936.1	2	0	0	0	0	0
AC127697.1	0	1	0	2	1	1
AC144732.1	0	0	1	1	1	0
Fam135b	0	0	0	0	0	0
AC157602.1	4	17	17	6	11	8
Col22a1	3	23	1	14	20	6
AC100400.1	0	0	0	0	0	0
Gm23217	1	1	0	0	0	0
Trappc9	39	89	114	93	92	59
Peg13	39	72	41	64	72	48
Gm3150	4	5	3	9	2	3
Chrac1	74	216	164	239	215	178
Ago2	91	145	117	106	104	73
Ptk2	55	173	115	120	148	116
1700085D07Rik	0	2	4	4	1	2
Mir151	0	0	0	0	0	0
Gm24787	1	0	4	1	0	1
Gm7908	7	8	11	7	10	6
Gm49066	7	22	15	23	10	16
AC132863.2	1	5	1	3	2	2
Dennd3	5	19	14	21	9	12
Slc45a4	54	172	108	207	148	124
1700010B13Rik	0	1	0	1	1	0
Gpr20	4	2	7	6	3	6
Ptp4a3	62	250	162	240	217	200
Mroh5	1	1	0	0	1	1
Gm3244	85	234	215	260	270	217
Gm7935	3	6	6	7	4	9
Gm15387	25	62	25	60	63	31
Arc	0	0	0	2	1	0
Jrk	7	15	15	16	12	14
4933427E11Rik	0	0	1	1	0	0
Psca	0	1	0	0	3	0
Them6	11	68	16	43	72	46
Slurp1	5	3	0	1	4	1
Lypd2	0	1	0	0	0	0
Slurp2	0	1	1	2	6	2
Lynx1	40	140	35	140	156	85
Ly6d	53	172	5	142	193	118
Ly6k	9	59	16	57	96	44
Gml	0	0	0	0	1	0
Gml2	2	1	0	0	1	1
Cyp11b1	91	288	4	171	322	180
Cyp11b2	1	2	0	3	3	1
2010109I03Rik	3	18	0	9	19	17
Gm6610	0	0	0	0	1	1
AC139671.1	0	0	2	1	1	0
Ly6e	405	1424	860	1116	1395	1111
Ly6i	0	2	0	2	2	1
Gm8000	0	1	5	1	0	0
Ly6a	106	302	167	210	254	188
Gm28068	0	0	0	0	1	1
Ly6c1	149	342	266	342	342	322
Ly6c2	3	14	13	14	23	20
I830127L07Rik	0	1	1	0	0	2
BC025446	0	0	0	0	0	0
Ly6f	0	0	0	0	0	1
Ly6h	0	6	6	2	6	2
Gpihbp1	20	28	44	40	25	29
Zfp41	26	82	76	74	69	57
AC119264.1	0	2	3	1	1	0
2810039B14Rik	11	49	46	30	31	35
Top1mt	10	42	45	59	46	37
Gm15945	0	0	0	1	0	1
Rhpn1	1	5	2	3	3	2
Mafa	0	1	2	0	2	0
Zc3h3	6	44	20	22	36	19
Gsdmd	28	78	51	71	53	63
0prt	18	67	37	36	49	38
Eef1d	446	1005	798	954	781	755
Tigd5	9	4	7	9	12	8
Pycrl	65	186	151	211	184	146
Tsta3	71	188	169	180	154	128
Zfp623	19	43	37	46	48	30
AC116487.1	0	0	0	1	1	0
Zfp707	19	51	28	51	39	41
Ccdc166	3	16	19	18	12	9
Mapk15	0	0	0	2	0	2
Fam83h	4	19	16	32	20	14
K230010J24Rik	3	10	9	25	12	7
Gm23027	0	1	0	0	0	0
Scrib	19	55	44	61	52	29
Puf60	214	508	411	519	477	317
Gm48952	0	0	0	1	0	1
Nrbp2	36	104	96	90	81	47
AC116487.2	0	1	3	1	0	0
Eppk1	10	16	3	17	18	17
BC024139	1	1	0	0	1	0
AC110211.2	4	11	6	9	5	10
Plec	100	265	133	258	216	176
Parp10	27	47	59	67	54	38
Gri0	85	265	175	249	230	195
Mir3079	0	0	1	2	0	0
Smpd5	2	25	10	14	9	15
Oplah	53	139	140	172	138	113
Exosc4	85	220	210	253	223	196
Gpaa1	52	157	89	140	138	119
Rps6-ps1	70	98	85	67	63	50
Cyc1	260	788	693	751	727	555
Sharpin	52	138	121	138	133	121
Maf1	107	272	257	267	270	220
Gm35339	4	15	10	15	13	19
Hgh1	11	56	37	54	50	33
Mroh1	40	89	64	92	76	51
Bop1	41	137	87	153	118	113
Scx	52	110	80	134	147	121
Hsf1	32	121	99	119	128	99
Dgat1	64	232	179	265	178	168
AC157566.2	1	0	0	0	0	0
AC157566.4	1	0	1	0	0	0
Fbxl6	28	100	78	89	76	70
Slc52a2	26	60	39	51	43	44
Adck5	70	152	262	183	159	138
AC157566.3	10	12	27	11	7	5
AC157566.1	1	0	3	2	1	0
Cpsf1	44	192	103	181	183	143
Slc39a4	0	5	3	6	9	12
Vps28	167	412	315	518	436	336
Tonsl	8	9	8	15	10	9
Cyhr1	87	297	321	298	258	228
